ISSUER,ID_SURA,NEMOTECNICO,CARTERA,CPN,MATURITY,CURRENCY,INDUSTRY_GROUP,NOMINAL,PRICE_MO,PRICE_ARS,MARKET_VAL_MO,MARKET_VAL_ARS,MARKET_VAL_USD,YTM,MD
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 36 $ ESC.,YCA3O,100303969,B+4.74%,2020-02-10,ARS,Oil&Gas,6100000,1.07,1.0701,6527610,6527610,239038.296750379,44.952,0.925
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 41 $ ESC,YCA8O,100303969,B+0%,2020-09-24,ARS,Oil&Gas,96301,0.99,0.99026,95363.02826,95363.02826,3492.15346018354,69.759,0.632
PAN AMERICAN ENERGY LLC,ON PAN AMERICAN ENERGY 8 $ CG.,PNC8O,100303969,B+0%,2020-12-10,ARS,Oil&Gas,4587748,0.859,0.859,3940875.532,3940875.532,144313.182753645,47.251,1.37
REPUBLIC OF ARGENTINA,BONO NACION ARG $ BADLAR+325,AM20P,100303969,B+3.25%,2020-03-01,ARS,Sovereign,6000000,0.998,0.998,5988000,5988000,219278.008481093,48.073,0.956
BANCO ITAU ARGENTINA,O.N. BCO. ITAU CL19 V 13/07/19,BTCKO,100303969,B+3.39%,2019-07-13,ARS,Banks,5000000,0.973,0.97345,4867250,4867250,178236.621038678,44.505,0.711
BONCER,BONO TES NAC 2.5% $ 22/07/21,TC21P,100303969,2.5%,2021-07-22,ARS,Sovereign,4860000,1.346,1.346,6541560,6541560,239549.139806209,0,2.891
TARJETAS CUYANAS SA,ON T.CUYANAS C25 S2 V 26/07/20,51685,100303969,B+0.0394%,2020-07-26,ARS,Diversified Finan Serv,6100000,1.006,1.00566,6134526,6134526,224643.728165579,35.133,1.346
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL. 42 V.20,52259,100303969,B+3.2%,2020-02-20,ARS,Banks,8500000,0.942,0.94163,8003855,8003855,293097.759614469,55.817,0.89
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.17 V.2,52261,100303969,B+2.77%,2020-02-22,ARS,Banks,10000000,0.992,0.99213,9921300,9921300,363313.778480874,48.955,0.937
REPUBLIC OF ARGENTINA,BONO NACION ARG. $ BADLAR+200,AA22P,100303969,B+2%,2022-04-03,ARS,Sovereign,21000000,0.95,0.95,19950000,19950000,730560.499198031,43.363,1.698
ARCOR SAIC,O.N. ARCOR S.A.I.C. CL.11 V.03,RCCBO,100303969,B+2.99%,2021-05-03,ARS,Food,7000000,0.926,0.9255,6478500,6478500,237239.909476413,45.63,1.47
GPAT CIA FINANCIERA SA,ON GPAT CIA.FIN.28 CL.B. V.27/,GPUBO,53811008,B+3.97%,2020-06-27,ARS,Diversified Finan Serv,24666666,1.036,1.03573,25548005.97618,25548005.97618,935557.092705381,38.531,1.273
GPAT CIA FINANCIERA SA,ON GPAT C FIN 30 CL B 5/10/18,GPWBO,53811008,B+4.17%,2020-10-05,ARS,Diversified Finan Serv,10000000,1.028,1.02806,10280600,10280600,376471.191381217,39.08,1.392
HSBC BANK ARGENTINA SA,ON HSBC ARG. CL. 7 V.07/12/20,HSC7O,53811008,27.171%,2020-12-07,ARS,Banks,50000000,0.951,0.95085,47542500,47542500,1740986.09188583,32.763,1.544
PSA FINANCE ARGENTINA,ON PSA FINANC ARG S26 V 1/2/20,PSSRO,53811008,25.577%,2020-02-01,ARS,Diversified Finan Serv,15000000,1.02,1.02018,15302700,15302700,560378.353437479,34.123,0.961
REPUBLIC OF ARGENTINA,BONO NACION ARG. ARS 08/02/19,AF19,53811008,3.75%,2019-02-08,ARS,Sovereign,96000000,1.136,1.136,109056000,109056000,3993584.25065366,0,0.513
BANCO HIPOTECARIO SA,ON BCO.HIPOTE CL.49 V.14/2/20,BH49O,53811008,26.413%,2020-02-14,ARS,Banks,15000000,0.944,0.94423,14163450,14163450,518659.503878013,36.186,1.123
REPUBLIC OF ARGENTINA,BONO NACIÓN ARG $ V.06/03/20,A2M2P,53811008,4%,2020-03-06,ARS,Sovereign,120000000,1.058,1.0575,126900000,126900000,4647023.92722958,1.368,1.533
HSBC BANK ARGENTINA SA,ON HSBC BANK ARG C 9 $ 27/3/21,HSC9O,53811008,A+2.65%,2021-03-27,ARS,Banks,100000000,1.047,1.04734,104734000,104734000,3835314.45228103,40.557,1.45
TARJETA NARANJA SA,ON TARJETA NARANJA CL.40 S2,T4020,53811008,B+3.69%,2020-10-10,ARS,Diversified Finan Serv,28000000,0.87,0.87001,24360280,24360280,892063.073554076,54.513,1.181
ARGENT LETRAS DEL TESORO,LT DEL TESORO $ 182D 12/10/18,LTPO8,53811008,0%,2018-10-12,ARS,Sovereign,55000000,1.051,1.051,57805000,57805000,2116794.46897956,0,0.2
GPAT CIA FINANCIERA SA,ON GPAT CIA. FIN. S32 Cl."A",GPYAO,53811008,25.75%,2019-10-25,ARS,Diversified Finan Serv,17000000,0.801,0.80078,13613260,13613260,498511.780516922,58.596,0.803
BCO DE GALICIA Y BUENOS,ON BCO.GALICIA BS.AS. 5 S2 V.2,BY52O,53811008,B+3.5%,2021-04-26,ARS,Banks,60000000,0.928,0.92805,55683000,55683000,2039087.73317514,46.213,1.451
REPUBLIC OF ARGENTINA,BONOS DE CONSOLIDACION SERIE 8,PR15,53811008,B+0%,2022-10-04,ARS,Sovereign,70000000,1.526,1.5255,106785000,106785000,3910421.19833894,22.481,1.982
REPUBLIC OF ARGENTINA,BONO NAC ARG $ TBADLAR V.2019,AMX9P,53811008,B+2.5%,2019-03-11,ARS,Sovereign,260742532,1.03,1.03,268564807.96,268564807.96,9834728.83059053,38.737,0.506
YPF SOCIEDAD ANONIMA,ON YPF SA CL 28 Vto 4/4/2024,YPCUO,53811008,8.75%,2024-04-04,USD,Oil&Gas,1507000,1.04,1.03991,1567144.37,42795265.027086,1567144.37,9.732,3.73
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 36 $ ESC.,YCA3O,53811008,B+4.74%,2020-02-10,ARS,Oil&Gas,29755000,1.07,1.0701,31840825.5,31840825.5,1165997.46226353,44.952,0.925
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 41 $ ESC,YCA8O,53811008,B+0%,2020-09-24,ARS,Oil&Gas,5803165,0.99,0.99026,5746642.1729,5746642.1729,210439.587696556,69.759,0.632
PAN AMERICAN ENERGY LLC,ON PAN AMERICAN ENERGY 7,PNC7O,53811008,B+0%,2020-11-20,ARS,Oil&Gas,7344309,0.997,0.99734,7324773.13806,7324773.13806,268230.071190649,38.037,1.415
PAN AMERICAN ENERGY LLC,ON PAN AMERICAN ENERGY 8 $ CG.,PNC8O,53811008,B+0%,2020-12-10,ARS,Oil&Gas,13763244,0.859,0.859,11822626.596,11822626.596,432939.548260936,47.251,1.37
REPUBLIC OF ARGENTINA,BONO NACION ARG $ BADLAR+325,AM20P,53811008,B+3.25%,2020-03-01,ARS,Sovereign,153500000,0.998,0.998,153193000,153193000,5609862.3836413,48.073,0.956
GPAT CIA FINANCIERA SA,ON GPAT CIA. FIN. S.23 Cl. "B",GPOBO,53811008,B+3.5%,2019-06-14,ARS,Diversified Finan Serv,15000000,0.94,0.93955,14093250,14093250,516088.809790609,51.484,0.634
BANCO ITAU ARGENTINA,O.N. BCO. ITAU CL19 V 13/07/19,BTCKO,53811008,B+3.39%,2019-07-13,ARS,Banks,15888888,0.973,0.97345,15467038.0236,15467038.0236,566396.341836398,44.505,0.711
BONCER,BONO TES NAC 2.5% $ 22/07/21,TC21P,53811008,2.5%,2021-07-22,ARS,Sovereign,261600000,1.346,1.346,352113600,352113600,12894249.9945071,0,2.891
TARJETAS CUYANAS SA,ON T.CUYANAS C25 S2 V 26/07/20,51685,53811008,B+0.0394%,2020-07-26,ARS,Diversified Finan Serv,21900000,1.006,1.00566,22023954,22023954,806507.810955112,35.133,1.346
BANCO FRANCES DEL RIO,ON BBVA BCO.FRANCES C 20,BFCLO,53811008,B+3.23%,2019-08-08,ARS,Banks,11546000,0.977,0.97725,11283328.5,11283328.5,413190.681783227,59.131,0.629
BANCO CMF SA,ON FCA COMP.FINAN. CL.11,51734,53811008,25.868427,2018-02-10,ARS,Banks,8000000,0,0,0,0,0,0,0
ROMBO CIA FINANCIERA SA,ON ROMBO CIA.FIN. S.33,RBSZO,53811008,26.208%,2019-08-19,ARS,Auto Manufacturers,10821428,1.071,1.07102,11589965.81656,11589965.81656,424419.609655849,30.606,0.667
TOYOTA CIA FINANC AR,ON TOYOTA CIA.FIN.20 28/9/18 $,TYCLO,53811008,25.933%,2018-09-28,ARS,Auto Manufacturers,8500000,0.344,0.34446,2927910,2927910,107218.81660185,101.649,0.129
TARJETAS CUYANAS SA,ON TARJETAS CUYANAS 26 S2 V24/,TCR2O,53811008,B+4%,2020-10-24,ARS,Diversified Finan Serv,35023666,1.016,1.01593,35581592.99938,35581592.99938,1302982.77412974,41.29,1.325
ROMBO CIA FINANCIERA SA,ON ROMBO CIA.FIN. S.35 V.28/10,51938,53811008,B+4%,2019-10-28,ARS,Auto Manufacturers,26277777,1.136,1.13605,29852868.56085,29852868.56085,1093199.32623097,31.434,0.82
GPAT CIA FINANCIERA SA,ON GPAT CIA.FIN.26 CL.B. V.24/,GPRBO,53811008,B+3.44%,2019-01-24,ARS,Diversified Finan Serv,5285714,1.01,1.00994,5338253.99716,5338253.99716,195484.586717348,37.766,0.408
ROMBO CIA FINANCIERA SA,ON ROMBO CIA.FIN. S.36 V.30/01,RB36O,53811008,26.181%,2019-01-30,ARS,Auto Manufacturers,4900000,0.97,0.9701,4753490,4753490,174070.778312424,43.705,0.332
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL. 42 V.20,52259,53811008,B+3.2%,2020-02-20,ARS,Banks,51500000,0.942,0.94163,48493945,48493945,1775827.60237002,55.817,0.89
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.17 V.2,52261,53811008,B+2.77%,2020-02-22,ARS,Banks,50000000,0.992,0.99213,49606500,49606500,1816568.89240437,48.955,0.937
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.19 V.3,BNCKO,53811008,B+2.47%,2020-03-30,ARS,Banks,81000000,1.006,1.00577,81467370,81467370,2983300.37571683,42.814,1.059
REPUBLIC OF ARGENTINA,BONO NACION ARG. $ BADLAR+200,AA22P,53811008,B+2%,2022-04-03,ARS,Sovereign,302000000,0.95,0.95,286900000,286900000,10506155.7503717,43.363,1.698
REPUBLIC OF ARGENTINA,BONO REP. ARGENTINA USD 5.625%,A2E2,53811008,5.625%,2022-01-26,USD,Sovereign,3400000,0.961,0.96082,3266788,89208793.3464,3266788,6.928,3.1
REPUBLIC OF ARGENTINA,BONO REP. ARGENTINA USD 6.875%,AA21,53811008,6.875%,2021-04-22,USD,Sovereign,1000000,1.027,1.0271,1027100,28047841.38,1027100,6.529,2.412
ARCOR SAIC,O.N. ARCOR S.A.I.C. CL.11 V.03,RCCBO,53811008,B+2.99%,2021-05-03,ARS,Food,88735000,0.926,0.9255,82124242.5,82124242.5,3007354.76676993,45.63,1.47
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL.43 V.08/,BH43O,53811008,2.75%,2020-05-08,ARS,Banks,3276500,22.943,22.94285,75172248.025,75172248.025,2752775.69137756,0,1.733
BANCO DE GALICIA Y BS AS      ,PF$GAL-171218,PF$GAL-171218,NA,27.75%,2018-12-17,ARS,Banks,5000000,1.17,1.16954,5847700,5847700,214140.282263676,25.504,0.303
BANCO DE GALICIA Y BS AS      ,PF$GAL-271218,PF$GAL-271218,NA,27.75%,2018-12-27,ARS,Banks,2700000,1.164,1.16422,3143394,3143394,115109.748862962,25.54,0.325
BBVA BANCO FRANCES SA         ,PF$FRA-100119,PF$FRA-100119,NA,27.25%,2019-01-10,ARS,Banks,40710721.55,1.147,1.14708,46698454.475574,46698454.475574,1710077.50443368,25.33,0.356
STANDARD BANK ARGENTINA SA    ,PF$ICB-270219,PF$ICB-270219,NA,26.25%,2019-02-27,ARS,Banks,15000000,1.109,1.10932,16639800,16639800,609342.385692,24.829,0.463
BANCO ITAU ARGENTINA SA       ,PF$ITA-190319,PF$ITA-190319,53811008,25.9%,2019-03-19,ARS,Banks,65000000,1.093,1.09296,71042400,71042400,2601542.41645244,24.706,0.507
BBVA BANCO FRANCES SA         ,PF$FRA-121118,PF$FRA-121118,53811008,27%,2018-11-12,ARS,Banks,40000000,1.19,1.19011,47604400,47604400,1743252.84350991,24.589,0.229
BBVA BANCO FRANCES SA         ,PF$FRA-121118,PF$FRA-121118,53811008,27%,2018-11-12,ARS,Banks,40000000,1.19,1.19011,47604400,47604400,1743252.84350991,24.589,0.229
BBVA BANCO FRANCES SA         ,PF$FRA-031218,PF$FRA-031218,53811008,34.6%,2018-12-03,ARS,Banks,60000000,1.052,1.05214,63128400,63128400,2311735.10865028,36.562,0.251
BCO.PATAGONIA SA              ,PF$PAT-281118,PF$PAT-281118,53811008,26.9%,2018-11-28,ARS,Banks,13880000,1.181,1.18056,16386172.8,16386172.8,600054.66569991,24.574,0.264
BCO.PATAGONIA SA              ,PF$PAT-161018,PF$PAT-161018,53811008,26%,2018-10-16,ARS,Banks,120000000,1.073,1.07337,128804400,128804400,4716762.24375453,26.647,0.167
BCO.PATAGONIA SA              ,PF$PAT-110918,PF$PAT-110918,53811008,34%,2018-09-11,ARS,Banks,52400000,1.073,1.07266,56207384,56207384,2058290.4518123,36.525,0.084
BCO.PATAGONIA SA              ,PF$PAT-240918,PF$PAT-240918,53811008,33%,2018-09-24,ARS,Banks,50000000,1.061,1.06148,53074000,53074000,1943547.26488403,35.505,0.111
BCO.PATAGONIA SA              ,PF$PAT-060918,PF$PAT-060918,53811008,35%,2018-09-06,ARS,Banks,10151534.56,1.079,1.07863,10949749.7224528,10949749.7224528,400975.169089154,37.615,0.074
BCO.SANTANDER RIO SA          ,PF$SAN-140119,PF$SAN-140119,53811008,27%,2019-01-14,ARS,Banks,16100000,1.144,1.14351,18410511,18410511,674185.068002549,25.132,0.366
BCO.SANTANDER RIO SA          ,PF$SAN-210119,PF$SAN-210119,53811008,26.8%,2019-01-21,ARS,Banks,22000000,1.137,1.13657,25004540,25004540,915655.600231436,25.041,0.381
BCO.SUPERVIELLE SA            ,PF$SUP-190918,PF$SUP-190918,53811008,25.5%,2018-09-19,ARS,Banks,40000000,1.091,1.09082,43632800,43632800,1597814.54382997,25.878,0.109
STANDARD BANK ARGENTINA SA    ,PF$ICB-270219,PF$ICB-270219,53811008,26.25%,2019-02-27,ARS,Banks,60000000,1.109,1.10932,66559200,66559200,2437369.542768,24.829,0.463
Lombard Renta en Pesos Fondo C,Lombard Renta en Pesos,Lombard Renta en Pesos,100303969,,,ARS,Government/Corporate,40341772.14,8.682737,,350276997.605547,350276997.605547,12826994.3974083,,
Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,100303969,,,USD,Unclassified,1000949,1.040638,,1041625.565462,28444502.6165232,1041625.565462,,
Goal Capital Plus Fondo Comun,Goal Capital Plus Pesos B,Goal Capital Plus Pesos B,100303969,,,ARS,Govt/Corp Short Term,6008.52,7.316037,,43958.55463524,43958.55463524,1609.74353976666,,
Lombard Capital Fondo Comun de,Fondo Lombard Capital,Fondo Lombard Capital,100303969,,,ARS,Govt/Corp Short Term,0,6.819902,,0,0,0,,
Fondo Comun de Inversion Fima,Fima Ahorro Plus C $,Fima Ahorro Plus C $,100303969,,,ARS,Geo Focus-Debt,7826,4.500616,,35221.820816,35221.820816,1289.80807007522,,
HF Pesos Plus Fondo Comun de I,HF Pesos Plus Clase I,HF Pesos Plus Clase I,100303969,,,ARS,Govt/Corp Intermediate,0,7.725616,,0,0,0,,
Optimum Renta Fija Argentina F,OPTIMUM RENTA FIJA ARGENTINA Unico,OPTIMUM RENTA FIJA ARGENTINA Unico,100303969,,,ARS,Govt/Corp Intermediate,3222.99529999999,0,,0,0,0,,
Schroder Infraestructura Fondo,Schroder Infraestructura - Clase B,Schroder Infraestructura - Clase B,100303969,,,ARS,Geo Focused-Asset Alloc,7599584,0.750901,,5706535.225184,5706535.225184,208970.888360981,,
Fondo Comun de Inversion Gainv,Gainvest Infraestructura - Clase A,Gainvest Infraestructura - Clase A,100303969,,,ARS,Flexible Portfolio,19203.01,3.776689,,72523.79663389,72523.79663389,2655.79052995445,,
Gainvest PYMEs Fondo Comun de,Gainvest PYMES - Clase B,Gainvest PYMES - Clase B,100303969,,,ARS,Flexible Portfolio,14321960.51,3.496715,,50079814.1447247,50079814.1447247,1833901.45470249,,
Premier Abierto Pymes Fondo Co,Premier Abierto Pymes - Clase A,Premier Abierto Pymes - Clase A,100303969,,,ARS,Flexible Portfolio,7424458.87,3.672014,,27262716.9130642,27262716.9130642,998349.076566555,,
Schroder Desarrollo y Crecimie,Schroder Desarrollo y Crecimiento Clase B,Schroder Desarrollo y Crecimiento Clase B,100303969,,,ARS,Geo Focused-Asset Alloc,179217802.46,0.384687,,68942758.77493,68942758.77493,2524654.44945876,,
Lombard Renta en Pesos Fondo C,Lombard Renta en Pesos,Lombard Renta en Pesos,53811008,,,ARS,Government/Corporate,40341772.14,8.682737,,350276997.605547,350276997.605547,12826994.3974083,,
Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,53811008,,,USD,Unclassified,1000949,1.040638,,1041625.565462,28444502.6165232,1041625.565462,,
Goal Capital Plus Fondo Comun,Goal Capital Plus Pesos B,Goal Capital Plus Pesos B,53811008,,,ARS,Govt/Corp Short Term,6008.52,7.316037,,43958.55463524,43958.55463524,1609.74353976666,,
Lombard Capital Fondo Comun de,Fondo Lombard Capital,Fondo Lombard Capital,53811008,,,ARS,Govt/Corp Short Term,0,6.819902,,0,0,0,,
Fondo Comun de Inversion Fima,Fima Ahorro Plus C $,Fima Ahorro Plus C $,53811008,,,ARS,Geo Focus-Debt,7826,4.500616,,35221.820816,35221.820816,1289.80807007522,,
HF Pesos Plus Fondo Comun de I,HF Pesos Plus Clase I,HF Pesos Plus Clase I,53811008,,,ARS,Govt/Corp Intermediate,0,7.725616,,0,0,0,,
Optimum Renta Fija Argentina F,OPTIMUM RENTA FIJA ARGENTINA Unico,OPTIMUM RENTA FIJA ARGENTINA Unico,53811008,,,ARS,Govt/Corp Intermediate,3222.99529999999,0,,0,0,0,,
Schroder Infraestructura Fondo,Schroder Infraestructura - Clase B,Schroder Infraestructura - Clase B,53811008,,,ARS,Geo Focused-Asset Alloc,7599584,0.750901,,5706535.225184,5706535.225184,208970.888360981,,
Fondo Comun de Inversion Gainv,Gainvest Infraestructura - Clase A,Gainvest Infraestructura - Clase A,53811008,,,ARS,Flexible Portfolio,19203.01,3.776689,,72523.79663389,72523.79663389,2655.79052995445,,
Gainvest PYMEs Fondo Comun de,Gainvest PYMES - Clase B,Gainvest PYMES - Clase B,53811008,,,ARS,Flexible Portfolio,14321960.51,3.496715,,50079814.1447247,50079814.1447247,1833901.45470249,,
Premier Abierto Pymes Fondo Co,Premier Abierto Pymes - Clase A,Premier Abierto Pymes - Clase A,53811008,,,ARS,Flexible Portfolio,7424458.87,3.672014,,27262716.9130642,27262716.9130642,998349.076566555,,
Schroder Desarrollo y Crecimie,Schroder Desarrollo y Crecimiento Clase B,Schroder Desarrollo y Crecimiento Clase B,53811008,,,ARS,Geo Focused-Asset Alloc,179217802.46,0.384687,,68942758.77493,68942758.77493,2524654.44945876,,
Lombard Renta en Pesos Fondo C,Lombard Renta en Pesos,Lombard Renta en Pesos,NA,,,ARS,Government/Corporate,40341772.14,8.682737,,350276997.605547,350276997.605547,12826994.3974083,,
Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,NA,,,USD,Unclassified,1000949,1.040638,,1041625.565462,28444502.6165232,1041625.565462,,
Goal Capital Plus Fondo Comun,Goal Capital Plus Pesos B,Goal Capital Plus Pesos B,NA,,,ARS,Govt/Corp Short Term,6008.52,7.316037,,43958.55463524,43958.55463524,1609.74353976666,,
Lombard Capital Fondo Comun de,Fondo Lombard Capital,Fondo Lombard Capital,NA,,,ARS,Govt/Corp Short Term,0,6.819902,,0,0,0,,
Fondo Comun de Inversion Fima,Fima Ahorro Plus C $,Fima Ahorro Plus C $,NA,,,ARS,Geo Focus-Debt,7826,4.500616,,35221.820816,35221.820816,1289.80807007522,,
HF Pesos Plus Fondo Comun de I,HF Pesos Plus Clase I,HF Pesos Plus Clase I,NA,,,ARS,Govt/Corp Intermediate,0,7.725616,,0,0,0,,
Optimum Renta Fija Argentina F,OPTIMUM RENTA FIJA ARGENTINA Unico,OPTIMUM RENTA FIJA ARGENTINA Unico,NA,,,ARS,Govt/Corp Intermediate,3222.99529999999,0,,0,0,0,,
Schroder Infraestructura Fondo,Schroder Infraestructura - Clase B,Schroder Infraestructura - Clase B,NA,,,ARS,Geo Focused-Asset Alloc,7599584,0.750901,,5706535.225184,5706535.225184,208970.888360981,,
Fondo Comun de Inversion Gainv,Gainvest Infraestructura - Clase A,Gainvest Infraestructura - Clase A,NA,,,ARS,Flexible Portfolio,19203.01,3.776689,,72523.79663389,72523.79663389,2655.79052995445,,
Gainvest PYMEs Fondo Comun de,Gainvest PYMES - Clase B,Gainvest PYMES - Clase B,NA,,,ARS,Flexible Portfolio,14321960.51,3.496715,,50079814.1447247,50079814.1447247,1833901.45470249,,
Premier Abierto Pymes Fondo Co,Premier Abierto Pymes - Clase A,Premier Abierto Pymes - Clase A,NA,,,ARS,Flexible Portfolio,7424458.87,3.672014,,27262716.9130642,27262716.9130642,998349.076566555,,
Schroder Desarrollo y Crecimie,Schroder Desarrollo y Crecimiento Clase B,Schroder Desarrollo y Crecimiento Clase B,NA,,,ARS,Geo Focused-Asset Alloc,179217802.46,0.384687,,68942758.77493,68942758.77493,2524654.44945876,,
