ISSUER,ID_SURA,NEMOTECNICO,CARTERA,CPN,MATURITY,CURRENCY,INDUSTRY_GROUP,NOMINAL,PRICE_MO,PRICE_ARS,MARKET_VAL_MO,MARKET_VAL_ARS,MARKET_VAL_USD,YTM,MD
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL. 42 V.20,52259,53811008,B+3.2%,2020-02-20,ARS,Banks,51500000,103.412,103.412,53257180,53257180,2593016.1110489,26.945,1.318
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.17 V.2,52261,53811008,B+2.77%,2020-02-22,ARS,Banks,50000000,104.164,104.164,52082000,52082000,2535798.27350319,25.71,1.337
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.19 V.3,BNCKO,53811008,B+2.47%,2020-03-30,ARS,Banks,80000000,102.401,102.401,81920800,81920800,3988606.87385278,24.821,1.437
REPUBLIC OF ARGENTINA,BONO NACION ARG. $ BADLAR+200,AA22P,53811008,B+2%,2022-04-03,ARS,Sovereign,70000000,101.5,101.5,71050000,71050000,3459323.13145428,24.82,2.392
REPUBLIC OF ARGENTINA,BONO REP. ARGENTINA USD 5.625%,A2E2,53811008,5.625%,2022-01-26,USD,Sovereign,3000000,2128,2128,63840000,1311190608,63840000,0,3.426
ARCOR SAIC,O.N. ARCOR S.A.I.C. CL.11 V.03,RCCBO,53811008,B+2.99%,2021-05-03,ARS,Food,82000000,99.963,99.963,81969660,81969660,3990985.79754317,32.319,1.684
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL.43 V.08/,BH43O,53811008,2.75%,2020-05-08,ARS,Banks,3276500,2258.041,2258.041,73984713.365,73984713.365,3602210.13817817,0,1.969
Lombard Renta en Pesos Fondo C,Lombard Renta en Pesos,,,,,ARS,Government/Corporate,30387166,8.043376,,244415401.712416,244415401.712416,11900237.196727,,
Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,,,,,USD,Unclassified,916792,1.044109,,957230.778328,19660275.7868453,957230.778328,,
Goal Capital Plus Fondo Comun,Goal Capital Plus Pesos B,,,,,ARS,Govt/Corp Short Term,34351.52,7.074824,,243030.95813248,243030.95813248,11832.830614035,,
Lombard Capital Fondo Comun de,Fondo Lombard Capital,,,,,ARS,Govt/Corp Short Term,0,6.359436,,0,0,0,,
Fondo Comun de Inversion Fima,Fima Ahorro Plus C $,,,,,ARS,Geo Focus-Debt,7826,4.262443,,33357.878918,33357.878918,1624.14753212229,,
HF Pesos Plus Fondo Comun de I,HF Pesos Plus Clase I,,,,,ARS,Govt/Corp Intermediate,0,7.238993,,0,0,0,,
Optimum Renta Fija Argentina F,OPTIMUM RENTA FIJA ARGENTINA Unico,,,,,ARS,Govt/Corp Intermediate,0,4.350553,,0,0,0,,
Schroder Infraestructura Fondo,Schroder Infraestructura - Clase B,,,,,ARS,Geo Focused-Asset Alloc,7599584,0.679188,,5161546.257792,5161546.257792,251308.323204098,,
Fondo Comun de Inversion Gainv,Gainvest Infraestructura - Clase A,,,,,ARS,Flexible Portfolio,19203.0044,3.536977,,67920.5848936987,67920.5848936987,3306.95637473154,,
Gainvest PYMEs Fondo Comun de,Gainvest PYMES - Clase B,,,,,ARS,Flexible Portfolio,14503144.0303,3.301098,,47876299.7521353,47876299.7521353,2331028.72879663,,
Premier Abierto Pymes Fondo Co,Premier Abierto Pymes - Clase A,,,,,ARS,Flexible Portfolio,7424458.8693,3.464928,,25725215.4210859,25725215.4210859,1252524.03614084,,
Schroder Desarrollo y Crecimie,Schroder Desarrollo y Crecimiento Clase B,,,,,ARS,Geo Focused-Asset Alloc,166841064.6646,0.357501,,59645847.4586592,59645847.4586592,2904071.21476331,,
