ISSUER,ID_SURA,NEMOTECNICO,CARTERA,CPN,MATURITY,CURRENCY,INDUSTRY_GROUP,NOMINAL,PRICE_MO,PRICE_ARS,MARKET_VAL_MO,MARKET_VAL_ARS,MARKET_VAL_USD,YTM,MD
BBVA BANCO FRANCES SA         ,PF$ FRA 2018-11-12,PF$ FRA 2018-11-12,53811008,0.27,2018-11-12,ARS,Banks,40000000,NA,NA,NA,NA,NA,NA,NA
BBVA BANCO FRANCES SA         ,PF$ FRA 2018-11-12,PF$ FRA 2018-11-12,53811008,0.27,2018-11-12,ARS,Banks,40000000,NA,NA,NA,NA,NA,NA,NA
BCO.PATAGONIA SA              ,PF$ PAT 2018-11-28,PF$ PAT 2018-11-28,53811008,0.269,2018-11-28,ARS,Banks,13880000,NA,NA,NA,NA,NA,NA,NA
BCO.SANTANDER RIO SA          ,PF$ SAN 2019-01-14,PF$ SAN 2019-01-14,53811008,0.27,2019-01-14,ARS,Banks,16100000,NA,NA,NA,NA,NA,NA,NA
BCO.SANTANDER RIO SA          ,PF$ SAN 2019-01-21,PF$ SAN 2019-01-21,53811008,0.268,2019-01-21,ARS,Banks,22000000,NA,NA,NA,NA,NA,NA,NA
STANDARD BANK ARGENTINA SA    ,PF$ ICB 2018-03-21,PF$ ICB 2018-03-21,53811008,0.23,2018-03-21,ARS,Banks,10673138.44,NA,NA,NA,NA,NA,NA,NA
Lombard Renta en Pesos Fondo C,Lombard Renta en Pesos,,,,,ARS,Government/Corporate,36323201,7.757924,,281792632.794724,281792632.794724,14008661.5758279,,
Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,,,,,USD,Unclassified,368660,1.038875,,382991.6575,7704106.985607,382991.6575,,
Goal Capital Plus Fondo Comun,Goal Capital Plus Pesos B,,,,,ARS,Govt/Corp Short Term,71574.52,6.811425,,487524.474891,487524.474891,24236.1388619281,,
Lombard Capital Fondo Comun de,Fondo Lombard Capital,,,,,ARS,Govt/Corp Short Term,14237208.12,6.121017,,87146192.935058,87146192.935058,4332269.13117471,,
Fondo Comun de Inversion Fima,Fima Ahorro Plus C $,,,,,ARS,Geo Focus-Debt,7826,4.106171,,32134.894246,32134.894246,1597.51109815268,,
