ISSUER,ID_SURA,NEMOTECNICO,CARTERA,CPN,MATURITY,CURRENCY,INDUSTRY_GROUP,NOMINAL,PRICE_MO,PRICE_ARS,MARKET_VAL_MO,MARKET_VAL_ARS,MARKET_VAL_USD,YTM,MD
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL. 42 V.20,52259,100303969,B+3.2%,2020-02-20,ARS,Banks,8500000,99.007,99.007,8415595,8415595,418361.61983734,27.176,1.456
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.17 V.2,52261,100303969,B+2.77%,2020-02-22,ARS,Banks,10000000,100.529,100.529,10052900,10052900,499756.40796198,25.513,1.479
ARCOR SAIC,O.N. ARCOR S.A.I.C. CL.11 V.03,RCCBO,100303969,B+2.99%,2021-05-03,ARS,Food,7000000,101.845,101.845,7129150,7129150,354409.015888166,28.743,1.885
REPUBLIC OF ARGENTINA,BONOS DEL TESORO $ TPM V.2020,TJ20,53811008,A+0%,2020-06-21,ARS,Sovereign,170000000,114.5,114.5,194650000,194650000,9676569.4287021,22.161,1.638
GPAT CIA FINANCIERA SA,ON GPAT CIA.FIN.28 CL.B. V.27/,GPUBO,53811008,B+3.97%,2020-06-27,ARS,Diversified Finan Serv,24666666,104.73,104.73,25833399.3018,25833399.3018,1284247.01732983,26.718,1.62
GPAT CIA FINANCIERA SA,ON GPAT C FIN 30 CL B 5/10/18,GPWBO,53811008,B+4.17%,2020-10-05,ARS,Diversified Finan Serv,10000000,104.078,104.078,10407800,10407800,517399.43128716,26.956,1.759
HSBC BANK ARGENTINA SA,ON HSBC ARG. CL. 7 V.07/12/20,HSC7O,53811008,27.17133995%,2020-12-07,ARS,Banks,50000000,105.755,105.755,52877500,52877500,2628681.22253376,27.282,1.766
PSA FINANCE ARGENTINA,ON PSA FINANC ARG S26 V 1/2/20,PSSRO,53811008,25.57655556%,2020-02-01,ARS,Diversified Finan Serv,15000000,102.083,102.083,15312450,15312450,761222.633180218,28.404,1.303
BANCO HIPOTECARIO SA,ON BCO.HIPOTE CL.49 V.14/2/20,BH49O,53811008,26.4125%,2020-02-14,ARS,Banks,15000000,101.111,101.111,15166650,15166650,753974.527232596,26.329,1.481
REPUBLIC OF ARGENTINA,BONOS DE CONSOLIDACION SERIE 8,PR15,53811008,B+0%,2022-10-04,ARS,Sovereign,50000000,99.411,99.411,49705500,49705500,2470992.66241126,31.06,2.064
IND METALURGICAS PESCARM,ON IND MET PESCARMONA CL11 U$S,NMCBO,53811008,3,2016-06-18,USD,Energy-Alternate Sources,3700000,0,0,0,0,0,0,0
REPUBLIC OF ARGENTINA,BONO NAC ARG $ TBADLAR V.2019,AMX9P,53811008,B+2.5%,2019-03-11,ARS,Sovereign,175742532,108.25,108.25,190241290.89,190241290.89,9457400.76806061,22.142,0.847
YPF SOCIEDAD ANONIMA,ON YPF SA CL 28 Vto 4/4/2024,YPCUO,53811008,8.75%,2024-04-04,USD,Oil&Gas,1507000,100.099,100.099,1508491.93,30344220.267108,1508491.93,10.76,3.916
REPUBLIC OF ARGENTINA,BONO NACION ARG. U$S 2.4% 2018,AM18D,53811008,2.4%,2018-03-18,USD,Sovereign,1766398,100.15,100.15,1769047.597,35585453.8422132,1769047.597,19.675,0.051
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 36 $ ESC.,YCA3O,53811008,B+4.74%,2020-02-10,ARS,Oil&Gas,29755000,101.356,101.356,30158477.8,30158477.8,1499258.1777327,27.291,1.425
YPF SOCIEDAD ANONIMA,O.N. YPF S.A. CLASE 41 $ ESC,YCA8O,53811008,B+0%,2020-09-24,ARS,Oil&Gas,5803165,104.368,104.368,6056647.2472,6056647.2472,301092.050309213,38.39,1.033
PAN AMERICAN ENERGY LLC,ON PAN AMERICAN ENERGY 7,PNC7O,53811008,B+0%,2020-11-20,ARS,Oil&Gas,7344309,93.634,93.634,6876770.28906,6876770.28906,341862.548920241,29.81,1.743
PAN AMERICAN ENERGY LLC,ON PAN AMERICAN ENERGY 8 $ CG.,PNC8O,53811008,B+0%,2020-12-10,ARS,Oil&Gas,13763244,97.728,97.728,13450543.09632,13450543.09632,668662.286798306,26.595,1.838
TOYOTA CIA FINANC AR,ON TOYOTA CIA.FIN. 18 $,TYCJO,53811008,B+3.7%,2018-03-01,ARS,Auto Manufacturers,4800000,112.116,112.116,5381568,5381568,267532.064666229,24.147,0.002
REPUBLIC OF ARGENTINA,BONO NACION ARG $ BADLAR+275,AMX8P,53811008,B+2.75%,2018-03-01,ARS,Sovereign,15000000,106.277,106.277,15941550,15941550,792496.868102368,0,0.003
REPUBLIC OF ARGENTINA,BONO NACION ARG $ BADLAR+325,AM20P,53811008,B+3.25%,2020-03-01,ARS,Sovereign,120000000,107.25,107.25,128700000,128700000,6398019.44759291,29.278,1.3
JOHN DEERE CIA FINANCIER,ON JHON DEERE CRED CIA FIN 6 $,JHC6O,53811008,B+4.2%,2018-03-30,ARS,Machinery-Diversified,5084982,104.563,104.563,5317009.72866,5317009.72866,264322.701219949,118.387,0.052
GPAT CIA FINANCIERA SA,ON GPAT CIA. FIN. S.23 Cl. "B",GPOBO,53811008,B+3.5%,2019-06-14,ARS,Diversified Finan Serv,15000000,105.235,105.235,15785250,15785250,784726.779216131,26.833,0.986
BANCO ITAU ARGENTINA,O.N. BCO. ITAU CL19 V 13/07/19,BTCKO,53811008,B+3.39%,2019-07-13,ARS,Banks,15888888,103.826,103.826,16496796.85488,16496796.85488,820099.666670644,25.647,1.067
BONCER,BONO TES NAC 2.5% $ 22/07/21,TC21P,53811008,2.5%,2021-07-22,ARS,Sovereign,261600000,135.75,135.75,355122000,355122000,17654059.5358826,0,3.279
TARJETAS CUYANAS SA,ON T.CUYANAS C25 S2 V 26/07/20,51685,53811008,B+0.0394%,2020-07-26,ARS,Diversified Finan Serv,21900000,102.353,102.353,22415307,22415307,1114324.55407743,22.641,1.749
BANCO FRANCES DEL RIO,ON BBVA BCO.FRANCES C 20,BFCLO,53811008,B+3.23%,2019-08-08,ARS,Banks,11546000,101.16,101.16,11679933.6,11679933.6,580640.577462268,26.287,1.127
BANCO CMF SA,ON FCA COMP.FINAN. CL.11,51734,53811008,25.868427,2018-02-10,ARS,Banks,8000000,0,0,0,0,0,0,0
ROMBO CIA FINANCIERA SA,ON ROMBO CIA.FIN. S.33,RBSZO,53811008,26.20769689%,2019-08-19,ARS,Auto Manufacturers,10821428,100.754,100.754,10903021.56712,10903021.56712,542018.213084372,30.491,1.006
TOYOTA CIA FINANC AR,ON TOYOTA CIA.FIN.20 28/9/18 $,TYCLO,53811008,25.93293478%,2018-09-28,ARS,Auto Manufacturers,8500000,104.288,104.288,8864480,8864480,440676.887589731,44.786,0.28
TARJETAS CUYANAS SA,ON TARJETAS CUYANAS 26 S2 V24/,TCR2O,53811008,B+4%,2020-10-24,ARS,Diversified Finan Serv,35023666,103.588,103.588,36280315.13608,36280315.13608,1803591.00081926,29.789,1.634
ROMBO CIA FINANCIERA SA,ON ROMBO CIA.FIN. S.35 V.28/10,51938,53811008,B+4%,2019-10-28,ARS,Auto Manufacturers,26277777,102.372,102.372,26901085.87044,26901085.87044,1337324.55757919,30.496,1.117
TELECOM PERSONAL SA,ON TELECOM PERSONAL SERIE III,TLS3O,53811008,B+2.9%,2018-05-16,ARS,Telecommunications,36000000,100.096,100.096,36034560,36034560,1791373.85909443,64.852,0.159
GPAT CIA FINANCIERA SA,ON GPAT CIA.FIN.26 CL.B. V.24/,GPRBO,53811008,B+3.44%,2019-01-24,ARS,Diversified Finan Serv,5285714,102.679,102.679,5427318.27806,5427318.27806,269806.432721868,25.954,0.749
ROMBO CIA FINANCIERA SA,ON ROMBO CIA.FIN. S.36 V.30/01,RB36O,53811008,26.180625%,2019-01-30,ARS,Auto Manufacturers,4900000,102.26,102.26,5010740,5010740,249097.2180795,29.556,0.681
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL. 42 V.20,52259,53811008,B+3.2%,2020-02-20,ARS,Banks,51500000,99.007,99.007,50988605,50988605,2534779.2260733,27.176,1.456
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.17 V.2,52261,53811008,B+2.77%,2020-02-22,ARS,Banks,50000000,100.529,100.529,50264500,50264500,2498782.0398099,25.513,1.479
BANCO SANTANDER RIO SA,ON BCO.SANTANDER RIO CL.19 V.3,BNCKO,53811008,B+2.47%,2020-03-30,ARS,Banks,80000000,104.257,104.257,83405600,83405600,4146314.30332677,29.025,1.374
REPUBLIC OF ARGENTINA,BONO NACION ARG. $ BADLAR+200,AA22P,53811008,B+2%,2022-04-03,ARS,Sovereign,70000000,110,110,77000000,77000000,3827874.88317525,24.608,2.278
REPUBLIC OF ARGENTINA,BONO REP. ARGENTINA USD 5.625%,A2E2,53811008,5.625%,2022-01-26,USD,Sovereign,3000000,100.019,100.019,3000570,60358265.892,3000570,5.762,3.448
ARCOR SAIC,O.N. ARCOR S.A.I.C. CL.11 V.03,RCCBO,53811008,B+2.99%,2021-05-03,ARS,Food,82000000,101.845,101.845,83512900,83512900,4151648.47183281,28.743,1.885
BANCO HIPOTECARIO SA,ON BCO.HIPOTECARIO CL.43 V.08/,BH43O,53811008,2.75%,2020-05-08,ARS,Banks,3276500,99.996,99.996,3276368.94,3276368.94,162877.017836903,3.152,2.092
BCO.PATAGONIA SA              ,PF$PAT-271118,PF$PAT-271118,100303969,26.9%,2018-11-27,ARS,Banks,5000000,106.854,106.854,5342700,5342700,265599.83296546,25.95,0.592
BANCO DE GALICIA Y BS AS      ,PF$GAL-171218,PF$GAL-171218,100303969,27.75%,2018-12-17,ARS,Banks,5000000,105.322,105.322,5266100,5266100,261791.843146613,27.009,0.63
BANCO DE GALICIA Y BS AS      ,PF$GAL-271218,PF$GAL-271218,100303969,27.75%,2018-12-27,ARS,Banks,2700000,104.79,104.79,2829330,2829330,140653.522639146,27.055,0.651
BBVA BANCO FRANCES SA         ,PF$FRA-100119,PF$FRA-100119,100303969,27.25%,2019-01-10,ARS,Banks,40710721.55,103.285,103.285,42048068.7529175,42048068.7529175,2090321.38006908,26.824,0.683
BANCO DE GALICIA Y BS AS      ,PF$GAL-200318,PF$GAL-200318,53811008,21%,2018-03-20,ARS,Banks,23300000,119.734,119.734,27898022,27898022,1386884.90524767,19.084,0.046
BANCO ITAU ARGENTINA SA       ,PF$ITA-220318,PF$ITA-220318,53811008,21.25%,2018-03-22,ARS,Banks,65000000,119.678,119.678,77790700,77790700,3867182.68408598,19.317,0.051
BBVA BANCO FRANCES SA         ,PF$FRA-220318,PF$FRA-220318,53811008,21%,2018-03-22,ARS,Banks,50000000,119.447,119.447,59723500,59723500,2969014.09851061,19.111,0.051
BCO.PATAGONIA SA              ,PF$PAT-220318,PF$PAT-220318,53811008,20.6%,2018-03-22,ARS,Banks,15700000,118.907,118.907,18668399,18668399,928055.787547973,18.812,0.051
BCO.PATAGONIA SA              ,PF$PAT-100518,PF$PAT-100518,53811008,22.25%,2018-05-10,ARS,Banks,8333000,117.495,117.495,9790858.35,9790858.35,486729.620294697,20.438,0.162
BCO.PATAGONIA SA              ,PF$PAT-140518,PF$PAT-140518,53811008,26.8%,2018-05-14,ARS,Banks,60973000,107.71,107.71,65674018.3,65674018.3,3264830.19646444,27.461,0.161
BBVA BANCO FRANCES SA         ,PF$FRA-121118,PF$FRA-121118,53811008,27%,2018-11-12,ARS,Banks,40000000,107.693,107.693,43077200,43077200,2141482.23269502,25.972,0.559
BBVA BANCO FRANCES SA         ,PF$FRA-121118,PF$FRA-121118,53811008,27%,2018-11-12,ARS,Banks,40000000,107.693,107.693,43077200,43077200,2141482.23269502,25.972,0.559
BCO.PATAGONIA SA              ,PF$PAT-281118,PF$PAT-281118,53811008,26.9%,2018-11-28,ARS,Banks,13880000,106.78,106.78,14821064,14821064,736794.527630297,25.961,0.594
BCO.SANTANDER RIO SA          ,PF$SAN-140119,PF$SAN-140119,53811008,27%,2019-01-14,ARS,Banks,16100000,103.033,103.033,16588313,16588313,824649.17775259,26.603,0.692
BCO.SANTANDER RIO SA          ,PF$SAN-210119,PF$SAN-210119,53811008,26.8%,2019-01-21,ARS,Banks,22000000,102.423,102.423,22533060,22533060,1120178.36902702,26.501,0.708
STANDARD BANK ARGENTINA SA    ,PF$ICB-210318,PF$ICB-210318,53811008,23%,2018-03-21,ARS,Banks,10673138.44,100.882,100.882,10767275.5210408,10767275.5210408,535269.915937919,25.427,0.046
Lombard Renta en Pesos Fondo C,Lombard Renta en Pesos,,,,,ARS,Government/Corporate,36323201,7.757924,,281792632.794724,281792632.794724,14008661.5758279,,
Lombard Renta Fija en Dolares,Lombard Renta Fija en Dolares,,,,,USD,Unclassified,368660,1.038875,,382991.6575,7704106.985607,382991.6575,,
Goal Capital Plus Fondo Comun,Goal Capital Plus Pesos B,,,,,ARS,Govt/Corp Short Term,71574.52,6.811425,,487524.474891,487524.474891,24236.1388619281,,
Lombard Capital Fondo Comun de,Fondo Lombard Capital,,,,,ARS,Govt/Corp Short Term,14237208.12,6.121017,,87146192.935058,87146192.935058,4332269.13117471,,
Fondo Comun de Inversion Fima,Fima Ahorro Plus C $,,,,,ARS,Geo Focus-Debt,7826,4.106171,,32134.894246,32134.894246,1597.51109815268,,
HF Pesos Plus Fondo Comun de I,HF Pesos Plus Clase I,,,,,ARS,Govt/Corp Intermediate,0,6.969647,,0,0,0,,
Optimum Renta Fija Argentina F,OPTIMUM RENTA FIJA ARGENTINA Unico,,,,,ARS,Govt/Corp Intermediate,3223,4.18295,,13481.64785,13481.64785,670.208586867903,,
Schroder Infraestructura Fondo,Schroder Infraestructura,,,,,ARS,Geo Focused-Asset Alloc,7599584,0.66379,,5044527.86336,5044527.86336,250776.902670564,,
Fondo Comun de Inversion Gainv,Gainvest Infraestructura - Clase A,,,,,ARS,Flexible Portfolio,19203.01,3.416989,,65616.47393689,65616.47393689,3261.96951305902,,
Gainvest PYMEs Fondo Comun de,Gainvest PYMES - Clase B,,,,,ARS,Flexible Portfolio,14349678,3.201452,,45939805.332456,45939805.332456,2283789.96065024,,
Premier Abierto Pymes Fondo Co,Premier Abierto Pymes - Clase A,,,,,ARS,Flexible Portfolio,7424458.87,3.341011,,24805198.7537176,24805198.7537176,1233132.4322276,,
Schroder Desarrollo y Crecimie,Schroder Desarrollo y Crecimiento Clase A,,,,,ARS,Geo Focused-Asset Alloc,166841064.67,0.345725,,57681127.0830358,57681127.0830358,2867482.30642068,,
